Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,External URL,Button text,Meta: _affiliate_network,Meta: _merchant_brand
"external","cj-3960d04e638bb46e3b33","Saints Row The Third","1","1","visible","Years after taking Stilwater for their own, the Third Street Saints have evolved from street gang to household brand name, with Saints sneakers, Saints energ...","Years after taking Stilwater for their own, the Third Street Saints have evolved from street gang to household brand name, with Saints sneakers, Saints energ...","none","1","","9.99","2.11","Fashion","cj,fashion,deepsilver","https://www.yuplay.com/media/products/saints-row-the-third/616/789b5ded71c6e6ffec61e965acff40a15a49c8d3.jpg","https://www.yuplay.com/product/saints-row-the-third/?partner=cj","Ver Oferta","CJ","Deep Silver"
"external","cj-3f1cfc88a6a2cc48353f","Railway Empire: Great Britain & Ireland","1","1","visible","England - Home of the first steam engines is experiencing an age of unprecedented progress and technological innovations. Expand your rail network across the...","England - Home of the first steam engines is experiencing an age of unprecedented progress and technological innovations. Expand your rail network across the...","none","1","","9.99","2.11","Electronics","cj,electronics,kalypsomedia","https://www.yuplay.com/media/products/railway-empire-great-britain-ireland/616/44faf24fc6034be8f7601436f848b86fb8413ff2.jpg","https://www.yuplay.com/product/railway-empire-great-britain-ireland/?partner=cj","Ver Oferta","CJ","Kalypso Media"
"external","cj-130662eeca3cf0ffcb28","Assetto Corsa - Dream Pack 1","1","1","visible","Welcome to DREAM PACK 1, the first add-on content pack ASSETTO CORSA. This package adds to Assetto Corsa the legendary circuit of N&#252;rburgring-Nordschlei...","Welcome to DREAM PACK 1, the first add-on content pack ASSETTO CORSA. This package adds to Assetto Corsa the legendary circuit of N&#252;rburgring-Nordschlei...","none","1","","6.99","1.48","Accessories","cj,accessories,kunossimulazioni","https://www.yuplay.com/media/products/assetto-corsa-dream-pack-1/616/347fc7e1c633171e3aa931dfb0537b9a88de81a7.jpg","https://www.yuplay.com/product/assetto-corsa-dream-pack-1/?partner=cj","Ver Oferta","CJ","Kunos Simulazioni"
"external","cj-41cd150b3eabe007886d","Orcs Must Die! 2 Are We There Yeti? Booster Pack","1","1","visible","Get your mittens out of storage because the War Mage and Sorceress are headed to protect the fortresses of the great white north! Defend the new Ice Cavern f...","Get your mittens out of storage because the War Mage and Sorceress are headed to protect the fortresses of the great white north! Defend the new Ice Cavern f...","none","1","","4.99","1.06","Accessories","cj,accessories,robotentertainment","https://www.yuplay.com/media/products/orcs-must-die-2-are-we-there-yeti-booster-pack/616/ae6a5e9ad051160713802e937321cf5cbcccb69c.jpg","https://www.yuplay.com/product/orcs-must-die-2-are-we-there-yeti-booster-pack/?partner=cj","Ver Oferta","CJ","Robot Entertainment"
"external","cj-22edd9a0e895798d2f32","Graviter","1","1","visible","Graviter is a real-world-physics-based game about manipulating gravitational forces. Shrink and enlarge bodies, and move them around to find your way through...","Graviter is a real-world-physics-based game about manipulating gravitational forces. Shrink and enlarge bodies, and move them around to find your way through...","none","1","","6.59","1.40","Accessories","cj,accessories,nogravitygames","https://www.yuplay.com/media/products/graviter/616/63e6d8e1785d057683e7deb373af2aa4beeb20b8.jpg","https://www.yuplay.com/product/graviter/?partner=cj","Ver Oferta","CJ","No Gravity Games"
"external","cj-03eb64546145e1ca9c8b","PT Boats: South Gambit","1","1","visible","&#8220;The seas can be dangerous, but when youre in command of a crack strike boat crew&#8230;&#8221;. Deadly naval weapon of WWII is back with more campaign...","&#8220;The seas can be dangerous, but when youre in command of a crack strike boat crew&#8230;&#8221;. Deadly naval weapon of WWII is back with more campaign...","none","1","","6.99","1.49","Accessories","cj,accessories,fulqrumpublishing","https://www.yuplay.com/media/products/pt-boats-south-gambit/616/146ca13349615491206f744a28325c0f2286d6bd.jpg","https://www.yuplay.com/product/pt-boats-south-gambit/?partner=cj","Ver Oferta","CJ","Fulqrum Publishing"
"external","cj-081b888a90ffd0fcd9d1","Warp","1","1","visible","Warp is a stealth-action puzzler where gamers play as Zero, a loveable yet lethal, little orange alien with a big score to settle. Abducted by a villainous G...","Warp is a stealth-action puzzler where gamers play as Zero, a loveable yet lethal, little orange alien with a big score to settle. Abducted by a villainous G...","none","1","","9.99","2.13","Electronics","cj,electronics,electronicarts","https://www.yuplay.com/media/products/warp/616/da72bc7c40b590c8f10a869a35824d6e004ba044.jpg","https://www.yuplay.com/product/warp/?partner=cj","Ver Oferta","CJ","Electronic Arts"
"external","cj-401378ec96064028344b","New Gundam Breaker","1","1","visible","Collect Gunpla parts with friends, and make the ultimate Gundam!Defeat your enemies with your Gunpla model, collect their parts, and use them to make and bat...","Collect Gunpla parts with friends, and make the ultimate Gundam!Defeat your enemies with your Gunpla model, collect their parts, and use them to make and bat...","none","1","","49.99","10.67","Sports","cj,sports,bandainamcoentertainmentinc","https://www.yuplay.com/media/products/new-gundam-breaker/616/bc240225e7376ca2345905a54e4d97b43cf7faee.jpg","https://www.yuplay.com/product/new-gundam-breaker/?partner=cj","Ver Oferta","CJ","Bandai Namco Entertainment Inc"
"external","cj-176ad013bff9c8dc915c","Fairy Fencer F","1","1","visible","Long ago, the Vile God and the Goddess waged war with each other. Equally matched, they were sealed away in another world&#8230;","Long ago, the Vile God and the Goddess waged war with each other. Equally matched, they were sealed away in another world&#8230;","none","1","","9.75","2.09","Sports","cj,sports,ideafactoryinternational","https://www.yuplay.com/media/products/fairy-fencer-f/616/b93e6a5ea87ba7ec3eb64c31ee8b1f4ed52da018.jpg","https://www.yuplay.com/product/fairy-fencer-f/?partner=cj","Ver Oferta","CJ","Idea Factory International"
"external","cj-1e045b54bbc654673bef","Exit the Gungeon","1","1","visible","Exit the Gungeon is a small, arcade-style, spin-off 'dungeon climber' that immediately follows the adventures of the misfit Gungeoneers attempting to survive...","Exit the Gungeon is a small, arcade-style, spin-off 'dungeon climber' that immediately follows the adventures of the misfit Gungeoneers attempting to survive...","none","1","","9.75","2.09","Sports","cj,sports,devolverdigital","https://www.yuplay.com/media/products/exit-the-gungeon/616/bd251b6a89c537c99387eaff13e42af54d34ee2c.jpg","https://www.yuplay.com/product/exit-the-gungeon/?partner=cj","Ver Oferta","CJ","Devolver Digital"
"external","cj-20f050d05e8e0ed47a7f","Battle Royale Tycoon","1","1","visible","Design and build arenas for your guests to fight in, keep them happy, your workers paid and make a profit!Design and build your own arenas for your guests to...","Design and build arenas for your guests to fight in, keep them happy, your workers paid and make a profit!Design and build your own arenas for your guests to...","none","1","","8.19","1.76","Accessories","cj,accessories,endlessloopstudios","https://www.yuplay.com/media/products/battle-royale-tycoon/616/142384e746cd69dfc7ca934eac0404ca027830cf.jpg","https://www.yuplay.com/product/battle-royale-tycoon/?partner=cj","Ver Oferta","CJ","Endless Loop Studios"
"external","cj-0664994d4425aa3be032","Earth Atlantis","1","1","visible","""The Great Climate Shift"" struck at end of the 21st century. Ninety six percent of the earth's surface is underwater. Human civilization has fallen. Machines...","""The Great Climate Shift"" struck at end of the 21st century. Ninety six percent of the earth's surface is underwater. Human civilization has fallen. Machines...","none","1","","4.36","0.94","Sports","cj,sports,headup","https://www.yuplay.com/media/products/earth-atlantis/616/b23982d0154af65677075b6c56db01c9b0bbbc1b.jpg","https://www.yuplay.com/product/earth-atlantis/?partner=cj","Ver Oferta","CJ","Headup"
"external","cj-0a9150ef3f477d8cf3a4","Pirates of Black Cove Gold","1","1","visible","Set in the golden age of pirates, this is your chance to become pirate king and conquer the Caribbean.Join, champion, and unite the three pirate factions: Pi...","Set in the golden age of pirates, this is your chance to become pirate king and conquer the Caribbean.Join, champion, and unite the three pirate factions: Pi...","none","1","","2.41","0.52","Accessories","cj,accessories,topwareinteractive","https://www.yuplay.com/media/products/pirates-of-black-cove/616/48d0d7fcf3d9f0223d72c01c2f1d5b6534d7f4e8.jpg","https://www.yuplay.com/product/pirates-of-black-cove/?partner=cj","Ver Oferta","CJ","TopWare Interactive"
"external","cj-012a39870b42090aae90","Princess Isabella","1","1","visible","Princess Isabella is all set to marry the love of her dreams, Prince Adam. After returning home from a trip, however, she finds that an evil curse has been p...","Princess Isabella is all set to marry the love of her dreams, Prince Adam. After returning home from a trip, however, she finds that an evil curse has been p...","none","1","","4.99","1.08","Home","cj,home,strategyfirst","https://www.yuplay.com/media/products/princess-isabella-a-witchs-curse/616/8072a13730abfe46590ff4cc3e8e1a2cf0dd7b61.jpg","https://www.yuplay.com/product/princess-isabella-a-witchs-curse/?partner=cj","Ver Oferta","CJ","Strategy First"
"external","cj-1075eb8559c2092d59ba","Goat Simulator - Goatz DLC","1","1","visible","GoatZ. Mandatory zombie survival DLC, because that's what everyone is doing now.You even have to eat every damn five minutes to survive because Dean Hall & G...","GoatZ. Mandatory zombie survival DLC, because that's what everyone is doing now.You even have to eat every damn five minutes to survive because Dean Hall & G...","none","1","","4.99","1.08","Accessories","cj,accessories,coffeestainstudios","https://www.yuplay.com/media/products/goatsimulator-goatz/616/3b18dad20c1c7b16f041da77dd35c28cd1f6045a.jpg","https://www.yuplay.com/product/goatsimulator-goatz/?partner=cj","Ver Oferta","CJ","Coffee Stain Studios"
"external","cj-134405c1614b1fe1ad0d","Princess Isabella - Return of the Curse","1","1","visible","A year later everyone thought they had seen the last of the witch but she's back. And this time she's captured Princess Isabella's child and cast a spell ove...","A year later everyone thought they had seen the last of the witch but she's back. And this time she's captured Princess Isabella's child and cast a spell ove...","none","1","","4.99","1.08","Accessories","cj,accessories,strategyfirst","https://www.yuplay.com/media/products/princess-isabella-return-of-the-curse/616/6fe5cd2bc7cfeca896a5f33cb49dcd6cfe03703a.jpg","https://www.yuplay.com/product/princess-isabella-return-of-the-curse/?partner=cj","Ver Oferta","CJ","Strategy First"
"external","cj-340640b7e368fd6a5425","Monster Hunter Rise: Sunbreak Deluxe Edition","1","1","visible","Enjoy a bundle of great additional content together with the massive expansion Monster Hunter Rise: Sunbreak in this Deluxe Edition!Renowned as the ""Fierce F...","Enjoy a bundle of great additional content together with the massive expansion Monster Hunter Rise: Sunbreak in this Deluxe Edition!Renowned as the ""Fierce F...","none","1","","51.13","11.13","Home","cj,home,capcom","https://www.yuplay.com/media/products/monster-hunter-rise-sunbreak-deluxe-edition/616/a3975f031fd60eb6d19999155dc6108875e7db09.jpg","https://www.yuplay.com/product/monster-hunter-rise-sunbreak-deluxe-edition/?partner=cj","Ver Oferta","CJ","Capcom"
"external","cj-0ab9ad3b7c148fb71f85","Tropico 4: Quick-dry Cement","1","1","visible","Quick-Dry Cement (Construction DLC)Build the ultimate Tropican metropolis! The new cement factory accelerates all construction on the island, the ""Constructo...","Quick-Dry Cement (Construction DLC)Build the ultimate Tropican metropolis! The new cement factory accelerates all construction on the island, the ""Constructo...","none","1","","1.56","0.34","Sports","cj,sports,kalypsomedia","https://www.yuplay.com/media/products/tropico-4-quick-dry-cement/616/16c33a9447153b475a3ca99e36cf9e715b043708.jpg","https://www.yuplay.com/product/tropico-4-quick-dry-cement/?partner=cj","Ver Oferta","CJ","Kalypso Media"
"external","cj-221a7a4a090293158c71","Tropico 4: Vigilante","1","1","visible","People on the island know him as El Presidente, their absolute ruler. Little they suspect that he is also the Masked Avenger, the mysterious dashing rogue th...","People on the island know him as El Presidente, their absolute ruler. Little they suspect that he is also the Masked Avenger, the mysterious dashing rogue th...","none","1","","1.56","0.34","Accessories","cj,accessories,kalypsomedia","https://www.yuplay.com/media/products/tropico-4-vigilante/616/d0658acd35bd850ba6a350710a87ec2de2ce9745.jpg","https://www.yuplay.com/product/tropico-4-vigilante/?partner=cj","Ver Oferta","CJ","Kalypso Media"
"external","cj-0a0f8014e3e0d901f08e","Technotopia","1","1","visible","Welcome to Technotopia, a city-builder card game. Take on the role of an AI designed to build a perfect city.","Welcome to Technotopia, a city-builder card game. Take on the role of an AI designed to build a perfect city.","none","1","","4.99","1.09","Electronics","cj,electronics,alawar","https://www.yuplay.com/media/products/technotopia/616/aa97eaf38b98d17584cf9ec52f30367312ea5d64.jpg","https://www.yuplay.com/product/technotopia/?partner=cj","Ver Oferta","CJ","Alawar"
"external","cj-3548900945000f4621f5","Perfect Universe","1","1","visible","Perfect Universe is a collection of 9 physics games themed around gravity. Use a planets gravitational pull to glide around an entire planet to maintain velo...","Perfect Universe is a collection of 9 physics games themed around gravity. Use a planets gravitational pull to glide around an entire planet to maintain velo...","none","1","","3.01","0.66","Accessories","cj,accessories,excaliburpublishing","https://www.yuplay.com/media/products/perfect-universe/616/5185f3ff069be39d396f8d472c7dcbe3f5e1e3c4.jpg","https://www.yuplay.com/product/perfect-universe/?partner=cj","Ver Oferta","CJ","Excalibur Publishing"
